Cr,Mo,Nb,Ta,V,W,FCC_L12,BCC_B2
0.3,0.1,0.15,0.3,0.1,0.05,0,0.47909777
0.25,0.25,0.05,0.05,0.3,0.1,0,0.4785879
0.35,0.1,0.25,0.05,0.15,0.1,0,0.47852647
0.3,0.1,0.05,0.3,0.05,0.2,0,0.47848339
0.3,0.05,0.2,0.3,0.1,0.05,0,0.47831479
0.25,0.2,0.05,0.1,0.3,0.1,0,0.47825219
0.35,0.2,0.05,0.15,0.2,0.05,0,0.47795742
0.35,0.2,0.1,0.15,0.15,0.05,0,0.47792443
0.25,0.1,0.15,0.15,0.3,0.05,0,0.4778171
0.3,0.05,0.3,0.05,0.25,0.05,0,0.47735759
0.3,0.15,0.1,0.1,0.25,0.1,0,0.4766631
0.3,0.25,0.05,0.05,0.2,0.15,0,0.47658325
0.3,0.15,0.15,0.1,0.05,0.25,0,0.47649102
0.3,0.2,0.05,0.05,0.1,0.3,0,0.4764849
0.25,0.1,0.1,0.15,0.35,0.05,0,0.4760075
0.25,0.15,0.1,0.1,0.3,0.1,0,0.47556549
0.3,0.05,0.05,0.35,0.1,0.15,0,0.47502633
0.3,0.15,0.1,0.1,0.2,0.15,0,0.47472187
0.25,0.1,0.15,0.05,0.35,0.1,0,0.47383312
0.3,0.05,0.1,0.25,0.05,0.25,0,0.47381959
0.3,0.05,0.1,0.15,0.25,0.15,0,0.47365342
0.35,0.05,0.2,0.1,0.25,0.05,0,0.4734503
0.25,0.05,0.2,0.1,0.35,0.05,0,0.47343078
0.3,0.1,0.15,0.2,0.2,0.05,0,0.47339294
0.3,0.35,0.05,0.05,0.2,0.05,0,0.47335809
0.35,0.05,0.25,0.25,0.05,0.05,0,0.47328531
0.25,0.15,0.05,0.1,0.35,0.1,0,0.47319475
0.35,0.15,0.15,0.15,0.15,0.05,0,0.47301489
0.25,0.1,0.05,0.25,0.3,0.05,0,0.47285333
0.3,0.1,0.05,0.2,0.25,0.1,0,0.47280117
0.35,0.05,0.2,0.25,0.05,0.1,0,0.47262688
0.3,0.15,0.1,0.15,0.05,0.25,0,0.47250637
0.3,0.2,0.1,0.05,0.2,0.15,0,0.47233651
0.25,0.15,0.05,0.2,0.3,0.05,0,0.47226693
0.35,0.15,0.2,0.05,0.2,0.05,0,0.47222908
0.25,0.05,0.25,0.05,0.3,0.1,0,0.47219008
0.3,0.15,0.05,0.15,0.2,0.15,0,0.47176522
0.3,0.1,0.1,0.2,0.05,0.25,0,0.47163301
0.3,0.2,0.1,0.1,0.05,0.25,0,0.47141384
0.25,0.1,0.05,0.2,0.35,0.05,0,0.47099032
0.3,0.05,0.1,0.15,0.3,0.1,0,0.47093587
0.25,0.05,0.15,0.2,0.3,0.05,0,0.47058512
0.3,0.1,0.1,0.35,0.1,0.05,0,0.4704461
0.35,0.1,0.2,0.25,0.05,0.05,0,0.47031313
0.3,0.25,0.15,0.05,0.2,0.05,0,0.47026441
0.35,0.15,0.2,0.05,0.15,0.1,0,0.47003759
0.3,0.2,0.2,0.05,0.2,0.05,0,0.46994007
0.3,0.15,0.05,0.2,0.05,0.25,0,0.46943671
0.3,0.1,0.05,0.05,0.15,0.35,0,0.46929338
0.3,0.05,0.1,0.25,0.1,0.2,0,0.46928139
0.3,0.15,0.25,0.05,0.2,0.05,0,0.46911694
0.25,0.15,0.05,0.15,0.35,0.05,0,0.46869331
0.3,0.25,0.05,0.1,0.05,0.25,0,0.46869286
0.2,0.15,0.15,0.1,0.35,0.05,0,0.46853956
0.3,0.05,0.15,0.35,0.1,0.05,0,0.46845895
0.3,0.1,0.05,0.3,0.1,0.15,0,0.46837029
0.25,0.15,0.05,0.15,0.3,0.1,0,0.46817334
0.3,0.05,0.05,0.3,0.05,0.25,0,0.46812799
0.3,0.05,0.2,0.1,0.05,0.3,0,0.46743201
0.35,0.15,0.1,0.15,0.2,0.05,0,0.46730055
0.25,0.15,0.1,0.05,0.35,0.1,0,0.46720173
0.3,0.1,0.1,0.15,0.25,0.1,0,0.46689432
0.3,0.05,0.15,0.1,0.3,0.1,0,0.46665398
0.3,0.1,0.15,0.05,0.2,0.2,0,0.46663732
0.3,0.05,0.1,0.25,0.15,0.15,0,0.46648627
0.3,0.2,0.05,0.15,0.05,0.25,0,0.4664629
0.35,0.15,0.15,0.05,0.2,0.1,0,0.46613441
0.35,0.1,0.3,0.05,0.15,0.05,0,0.46608455
0.3,0.1,0.05,0.15,0.3,0.1,0,0.46601286
0.3,0.05,0.1,0.2,0.1,0.25,0,0.46575081
0.3,0.1,0.05,0.25,0.1,0.2,0,0.4652315
0.3,0.1,0.05,0.25,0.05,0.25,0,0.46500253
0.25,0.05,0.2,0.1,0.3,0.1,0,0.46487154
0.35,0.2,0.2,0.05,0.15,0.05,0,0.46483406
0.3,0.2,0.05,0.05,0.2,0.2,0,0.46464279
0.3,0.05,0.15,0.05,0.3,0.15,0,0.46447188
0.3,0.05,0.15,0.15,0.05,0.3,0,0.46340326
0.25,0.1,0.1,0.15,0.3,0.1,0,0.46337766
0.3,0.1,0.05,0.15,0.1,0.3,0,0.46271727
0.25,0.05,0.25,0.05,0.35,0.05,0,0.46248911
0.3,0.15,0.05,0.1,0.1,0.3,0,0.46235573
0.25,0.2,0.05,0.05,0.35,0.1,0,0.46215661
0.35,0.05,0.25,0.15,0.05,0.15,0,0.46194666
0.3,0.15,0.2,0.1,0.2,0.05,0,0.46145511
0.35,0.1,0.2,0.1,0.15,0.1,0,0.46066224
0.3,0.05,0.05,0.3,0.1,0.2,0,0.46051761
0.35,0.2,0.1,0.1,0.2,0.05,0,0.46024238
0.3,0.05,0.05,0.1,0.15,0.35,0,0.46009244
0.3,0.1,0.1,0.1,0.3,0.1,0,0.4600687
0.35,0.3,0.15,0.05,0.1,0.05,0,0.45999461
0.3,0.1,0.25,0.05,0.2,0.1,0,0.45999156
0.3,0.15,0.15,0.05,0.05,0.3,0,0.4598112
0.3,0.05,0.05,0.2,0.1,0.3,0,0.45938486
0.35,0.05,0.15,0.3,0.05,0.1,0,0.45921731
0.3,0.05,0.15,0.05,0.2,0.25,0,0.45916174
0.3,0.25,0.05,0.05,0.05,0.3,0,0.4590488
0.3,0.05,0.1,0.2,0.05,0.3,0,0.45852171
0.25,0.1,0.15,0.05,0.3,0.15,0,0.4584613
0.3,0.05,0.05,0.15,0.3,0.15,0,0.45789753
0.35,0.05,0.2,0.3,0.05,0.05,0,0.45786573
0.3,0.1,0.1,0.1,0.2,0.2,0,0.45772819
0.35,0.1,0.25,0.1,0.15,0.05,0,0.45769864
0.35,0.25,0.1,0.1,0.15,0.05,0,0.45755416
0.2,0.15,0.1,0.15,0.35,0.05,0,0.45753825
0.3,0.1,0.15,0.1,0.05,0.3,0,0.45717741
0.3,0.2,0.1,0.05,0.05,0.3,0,0.45696146
0.35,0.05,0.2,0.2,0.05,0.15,0,0.45663683
0.3,0.05,0.2,0.1,0.25,0.1,0,0.45645991
0.3,0.15,0.05,0.15,0.25,0.1,0,0.45625996
0.35,0.1,0.15,0.25,0.05,0.1,0,0.45587073
0.3,0.05,0.1,0.3,0.15,0.1,0,0.4554594
0.25,0.05,0.1,0.35,0.2,0.05,0,0.45526295
0.3,0.05,0.2,0.15,0.25,0.05,0,0.4551061
0.35,0.1,0.15,0.1,0.2,0.1,0,0.45497249
0.3,0.25,0.1,0.1,0.2,0.05,0,0.45494263
0.3,0.1,0.05,0.15,0.2,0.2,0,0.4549055
0.3,0.15,0.1,0.05,0.2,0.2,0,0.45485159
0.3,0.05,0.05,0.25,0.1,0.25,0,0.45443604
0.3,0.05,0.15,0.15,0.3,0.05,0,0.45392955
0.35,0.05,0.25,0.05,0.15,0.15,0,0.45355409
0.25,0.1,0.2,0.05,0.35,0.05,0,0.4532606
0.3,0.1,0.1,0.05,0.1,0.35,0,0.45307451
0.3,0.05,0.05,0.25,0.05,0.3,0,0.4530059
0.25,0.2,0.2,0.05,0.25,0.05,0,0.4529144
0.3,0.1,0.1,0.15,0.05,0.3,0,0.45276456
0.25,0.25,0.15,0.05,0.25,0.05,0,0.45255363
0.3,0.1,0.15,0.05,0.3,0.1,0,0.45224235
0.25,0.15,0.25,0.05,0.25,0.05,0,0.45216435
0.35,0.1,0.15,0.3,0.05,0.05,0,0.45179224
0.3,0.05,0.1,0.2,0.25,0.1,0,0.45175379
0.3,0.2,0.05,0.1,0.25,0.1,0,0.45169546
0.3,0.05,0.2,0.1,0.3,0.05,0,0.45168624
0.35,0.1,0.2,0.15,0.15,0.05,0,0.45167642
0.3,0.15,0.05,0.15,0.3,0.05,0,0.45166489
0.3,0.05,0.2,0.05,0.05,0.35,0,0.45158223
0.3,0.15,0.05,0.05,0.1,0.35,0,0.45116132
0.35,0.15,0.1,0.3,0.05,0.05,0,0.45091616
0.35,0.25,0.15,0.05,0.1,0.1,0,0.45080326
0.3,0.05,0.1,0.1,0.25,0.2,0,0.45065683
0.35,0.25,0.05,0.15,0.15,0.05,0,0.4504809
0.2,0.05,0.25,0.1,0.35,0.05,0,0.45034941
0.25,0.3,0.1,0.05,0.25,0.05,0,0.45032313
0.3,0.05,0.1,0.05,0.2,0.3,0,0.45000955
0.25,0.2,0.05,0.1,0.35,0.05,0,0.44970573
0.3,0.15,0.1,0.1,0.05,0.3,0,0.449406
0.35,0.1,0.15,0.15,0.15,0.1,0,0.44938927
0.3,0.1,0.05,0.2,0.05,0.3,0,0.44910506
0.3,0.05,0.1,0.1,0.1,0.35,0,0.4489872
0.2,0.1,0.2,0.05,0.35,0.1,0,0.44860797
0.35,0.2,0.15,0.05,0.15,0.1,0,0.44813127
0.25,0.05,0.15,0.1,0.3,0.15,0,0.4480499
0.35,0.05,0.1,0.35,0.05,0.1,0,0.44787901
0.25,0.15,0.15,0.05,0.35,0.05,0,0.44775723
0.3,0.15,0.1,0.05,0.3,0.1,0,0.44765375
0.35,0.05,0.35,0.05,0.15,0.05,0,0.44730464
0.3,0.1,0.1,0.05,0.2,0.25,0,0.44725833
0.3,0.1,0.15,0.1,0.3,0.05,0,0.44694763
0.25,0.2,0.15,0.1,0.25,0.05,0,0.44678754
0.3,0.15,0.2,0.05,0.2,0.1,0,0.44676864
0.3,0.05,0.05,0.15,0.25,0.2,0,0.44674556
0.3,0.1,0.05,0.2,0.3,0.05,0,0.4465842
0.3,0.1,0.1,0.15,0.3,0.05,0,0.4465459
0.25,0.3,0.05,0.1,0.25,0.05,0,0.44646562
0.3,0.15,0.05,0.2,0.25,0.05,0,0.44617754
0.25,0.15,0.2,0.1,0.25,0.05,0,0.44584775
0.3,0.1,0.15,0.15,0.25,0.05,0,0.44572689
0.35,0.05,0.2,0.1,0.2,0.1,0,0.44504835
0.3,0.15,0.05,0.1,0.2,0.2,0,0.44474022
0.3,0.05,0.05,0.3,0.15,0.15,0,0.44473584
0.3,0.2,0.05,0.1,0.05,0.3,0,0.44462139
0.3,0.05,0.05,0.35,0.15,0.1,0,0.44436101
0.3,0.05,0.25,0.05,0.3,0.05,0,0.44434788
0.3,0.15,0.05,0.15,0.05,0.3,0,0.4441213
0.35,0.05,0.15,0.25,0.05,0.15,0,0.44387135
0.35,0.05,0.15,0.35,0.05,0.05,0,0.4436452
0.3,0.05,0.05,0.15,0.1,0.35,0,0.44330032
0.25,0.1,0.25,0.1,0.25,0.05,0,0.44308938
0.25,0.35,0.05,0.05,0.25,0.05,0,0.44304587
0.3,0.15,0.1,0.1,0.3,0.05,0,0.44266541
0.35,0.25,0.05,0.1,0.2,0.05,0,0.44184545
0.3,0.05,0.15,0.1,0.05,0.35,0,0.44177711
0.3,0.1,0.15,0.05,0.05,0.35,0,0.44174254
0.3,0.1,0.15,0.05,0.25,0.15,0,0.44159724
0.25,0.2,0.1,0.05,0.35,0.05,0,0.44132782
0.3,0.05,0.15,0.1,0.25,0.15,0,0.44097243
0.3,0.25,0.05,0.05,0.25,0.1,0,0.44093754
0.25,0.25,0.05,0.15,0.25,0.05,0,0.4409071
0.3,0.1,0.05,0.1,0.1,0.35,0,0.44028219
0.35,0.1,0.1,0.35,0.05,0.05,0,0.44001255
0.25,0.2,0.1,0.15,0.25,0.05,0,0.43994956
0.35,0.1,0.2,0.05,0.15,0.15,0,0.43965287
0.35,0.15,0.1,0.1,0.2,0.1,0,0.43950932
0.25,0.15,0.2,0.05,0.25,0.1,0,0.43934735
0.35,0.05,0.2,0.05,0.25,0.1,0,0.43923006
0.35,0.15,0.05,0.35,0.05,0.05,0,0.43919913
0.2,0.05,0.2,0.15,0.35,0.05,0,0.43901004
0.3,0.15,0.05,0.1,0.25,0.15,0,0.43897717
0.25,0.2,0.15,0.05,0.25,0.1,0,0.43896304
0.2,0.1,0.1,0.2,0.35,0.05,0,0.43893515
0.25,0.15,0.15,0.15,0.25,0.05,0,0.43861461
0.3,0.1,0.05,0.1,0.2,0.25,0,0.43845724
0.35,0.05,0.2,0.05,0.2,0.15,0,0.4383889
0.3,0.1,0.1,0.05,0.25,0.2,0,0.4374771
0.35,0.35,0.05,0.05,0.05,0.15,0,0.43744598
0.25,0.1,0.25,0.05,0.25,0.1,0,0.43727981
0.35,0.05,0.15,0.15,0.2,0.1,0,0.43723801
0.25,0.15,0.1,0.05,0.3,0.15,0,0.4369915
0.3,0.05,0.1,0.15,0.05,0.35,0,0.43696477
0.2,0.05,0.25,0.05,0.35,0.1,0,0.43681369
0.3,0.2,0.05,0.1,0.3,0.05,0,0.43680323
0.35,0.1,0.1,0.3,0.05,0.1,0,0.43654956
0.35,0.1,0.15,0.2,0.15,0.05,0,0.43631425
0.3,0.15,0.1,0.05,0.05,0.35,0,0.43630818
0.25,0.1,0.1,0.1,0.3,0.15,0,0.43622994
0.3,0.2,0.05,0.05,0.05,0.35,0,0.43614473
0.35,0.1,0.2,0.1,0.2,0.05,0,0.43603009
0.35,0.15,0.05,0.2,0.2,0.05,0,0.43550861
0.35,0.05,0.1,0.15,0.25,0.1,0,0.43536779
0.35,0.05,0.25,0.05,0.2,0.1,0,0.43519531
0.3,0.3,0.1,0.05,0.2,0.05,0,0.43514905
0.3,0.05,0.25,0.1,0.25,0.05,0,0.43510943
0.35,0.15,0.1,0.25,0.05,0.1,0,0.43494725
0.25,0.1,0.05,0.2,0.3,0.1,0,0.43489102
0.3,0.1,0.05,0.05,0.25,0.25,0,0.43480914
0.35,0.2,0.05,0.3,0.05,0.05,0,0.43480117
0.3,0.15,0.15,0.05,0.3,0.05,0,0.43449375
0.35,0.2,0.15,0.1,0.15,0.05,0,0.43445852
0.25,0.05,0.1,0.25,0.3,0.05,0,0.43373561
0.25,0.15,0.15,0.1,0.25,0.1,0,0.4333026
0.3,0.1,0.3,0.05,0.2,0.05,0,0.43298208
0.3,0.05,0.05,0.2,0.05,0.35,0,0.43277007
0.3,0.1,0.1,0.05,0.3,0.15,0,0.43256362
0.35,0.05,0.2,0.15,0.05,0.2,0,0.43244034
0.35,0.2,0.05,0.15,0.15,0.1,0,0.43198437
0.35,0.3,0.1,0.05,0.15,0.05,0,0.43197252
0.35,0.2,0.1,0.05,0.2,0.1,0,0.43128583
0.25,0.1,0.2,0.1,0.25,0.1,0,0.43116992
0.3,0.1,0.1,0.1,0.05,0.35,0,0.43102001
0.25,0.25,0.05,0.05,0.35,0.05,0,0.43069409
0.2,0.2,0.2,0.05,0.3,0.05,0,0.43013072
0.3,0.15,0.05,0.05,0.25,0.2,0,0.42982537
0.35,0.15,0.1,0.1,0.25,0.05,0,0.42953543
0.3,0.2,0.1,0.05,0.3,0.05,0,0.42952511
0.2,0.05,0.2,0.1,0.35,0.1,0,0.4292651
0.35,0.1,0.15,0.1,0.15,0.15,0,0.42920605
0.2,0.25,0.15,0.05,0.3,0.05,0,0.42903917
0.35,0.05,0.3,0.05,0.2,0.05,0,0.42867954
0.35,0.1,0.05,0.35,0.05,0.1,0,0.42724025
0.3,0.2,0.05,0.05,0.3,0.1,0,0.42708745
0.35,0.25,0.1,0.05,0.15,0.1,0,0.42698678
0.3,0.05,0.1,0.05,0.3,0.2,0,0.42685443
0.35,0.05,0.1,0.3,0.05,0.15,0,0.42655582
0.35,0.1,0.2,0.05,0.25,0.05,0,0.42638478
0.35,0.1,0.15,0.1,0.25,0.05,0,0.42622765
0.3,0.1,0.05,0.35,0.15,0.05,0,0.42615972
0.35,0.3,0.05,0.1,0.05,0.15,0,0.42611771
0.35,0.3,0.05,0.05,0.05,0.2,0,0.42607153
0.3,0.1,0.05,0.15,0.05,0.35,0,0.42557898
0.3,0.2,0.25,0.05,0.15,0.05,0,0.42521145
0.35,0.2,0.05,0.25,0.05,0.1,0,0.42516518
0.25,0.05,0.1,0.05,0.35,0.2,0,0.42498224
0.3,0.05,0.05,0.1,0.25,0.25,0,0.42477841
0.35,0.1,0.1,0.15,0.2,0.1,0,0.42460974
0.3,0.15,0.05,0.1,0.05,0.35,0,0.42390188
0.35,0.05,0.15,0.2,0.05,0.2,0,0.4238122
0.35,0.15,0.05,0.15,0.2,0.1,0,0.42367399
0.35,0.15,0.15,0.05,0.25,0.05,0,0.42331896
0.25,0.05,0.2,0.15,0.3,0.05,0,0.42309356
0.35,0.05,0.25,0.1,0.2,0.05,0,0.42301631
0.2,0.1,0.05,0.2,0.35,0.1,0,0.42251987
0.35,0.35,0.05,0.1,0.05,0.1,0,0.42246597
0.3,0.05,0.15,0.3,0.15,0.05,0,0.42246358
0.3,0.25,0.05,0.05,0.3,0.05,0,0.42235903
0.2,0.25,0.1,0.1,0.3,0.05,0,0.42225332
0.2,0.2,0.15,0.1,0.3,0.05,0,0.42213671
0.3,0.05,0.1,0.05,0.35,0.15,0,0.42210827
0.2,0.3,0.05,0.1,0.3,0.05,0,0.42203593
0.3,0.15,0.15,0.1,0.2,0.1,0,0.42182354
0.35,0.15,0.05,0.3,0.05,0.1,0,0.42152524
0.3,0.05,0.1,0.1,0.35,0.1,0,0.42107528
0.2,0.15,0.2,0.1,0.3,0.05,0,0.42072786
0.2,0.05,0.15,0.15,0.35,0.1,0,0.4206879
0.3,0.2,0.15,0.05,0.2,0.1,0,0.42016346
0.3,0.1,0.05,0.1,0.3,0.15,0,0.4201163
0.35,0.1,0.15,0.05,0.25,0.1,0,0.41969413
0.35,0.05,0.15,0.1,0.2,0.15,0,0.41960255
0.3,0.1,0.05,0.25,0.25,0.05,0,0.41939888
0.35,0.05,0.15,0.15,0.25,0.05,0,0.41917559
0.35,0.2,0.1,0.05,0.25,0.05,0,0.41902197
0.35,0.05,0.05,0.35,0.05,0.15,0,0.41839979
0.35,0.05,0.2,0.05,0.15,0.2,0,0.41814162
0.35,0.05,0.2,0.15,0.2,0.05,0,0.41800749
0.25,0.1,0.2,0.05,0.25,0.15,0,0.41795814
0.35,0.2,0.05,0.1,0.25,0.05,0,0.41785068
0.3,0.15,0.1,0.05,0.25,0.15,0,0.41760619
0.2,0.1,0.15,0.05,0.35,0.15,0,0.41728929
0.3,0.05,0.15,0.2,0.25,0.05,0,0.41726072
0.35,0.1,0.1,0.25,0.05,0.15,0,0.41655641
0.2,0.1,0.25,0.1,0.3,0.05,0,0.41639674
0.3,0.05,0.05,0.15,0.35,0.1,0,0.41618859
0.25,0.1,0.05,0.15,0.3,0.15,0,0.41599931
0.2,0.35,0.05,0.05,0.3,0.05,0,0.41580872
0.2,0.15,0.1,0.05,0.35,0.15,0,0.41575552
0.3,0.1,0.1,0.1,0.25,0.15,0,0.41574922
0.2,0.15,0.05,0.1,0.35,0.15,0,0.41567918
0.2,0.25,0.05,0.15,0.3,0.05,0,0.41540869
0.25,0.05,0.25,0.1,0.25,0.1,0,0.41499204
0.25,0.15,0.05,0.1,0.3,0.15,0,0.4142024
0.3,0.05,0.05,0.05,0.3,0.25,0,0.41371841
0.35,0.3,0.05,0.1,0.15,0.05,0,0.41370008
0.2,0.2,0.1,0.15,0.3,0.05,0,0.41368558
0.25,0.05,0.05,0.2,0.35,0.1,0,0.413685
0.35,0.25,0.05,0.1,0.15,0.1,0,0.41350648
0.2,0.1,0.1,0.1,0.35,0.15,0,0.41304287
0.35,0.1,0.05,0.2,0.25,0.05,0,0.41294336
0.3,0.05,0.1,0.35,0.15,0.05,0,0.41261223
0.35,0.1,0.15,0.05,0.2,0.15,0,0.41197987
0.3,0.05,0.15,0.05,0.35,0.1,0,0.41187841
0.2,0.15,0.15,0.15,0.3,0.05,0,0.41152212
0.35,0.25,0.15,0.05,0.15,0.05,0,0.41052236
0.35,0.25,0.05,0.1,0.05,0.2,0,0.4103579
0.35,0.3,0.05,0.05,0.2,0.05,0,0.41006556
0.3,0.1,0.05,0.1,0.35,0.1,0,0.40928133
0.2,0.15,0.2,0.05,0.3,0.1,0,0.40916214
0.35,0.05,0.25,0.05,0.25,0.05,0,0.40906187
0.25,0.2,0.25,0.05,0.2,0.05,0,0.4087857
0.25,0.2,0.05,0.15,0.25,0.1,0,0.40848398
0.3,0.05,0.05,0.1,0.35,0.15,0,0.40846052
0.2,0.2,0.15,0.05,0.3,0.1,0,0.40840223
0.3,0.1,0.05,0.15,0.35,0.05,0,0.40834617
0.35,0.15,0.05,0.25,0.05,0.15,0,0.40766642
0.3,0.15,0.05,0.05,0.3,0.15,0,0.40757175
0.35,0.25,0.05,0.05,0.15,0.15,0,0.40749537
0.2,0.1,0.2,0.15,0.3,0.05,0,0.40689082
0.25,0.1,0.1,0.2,0.3,0.05,0,0.40676794
0.25,0.05,0.05,0.35,0.25,0.05,0,0.40591396
0.35,0.2,0.1,0.05,0.15,0.15,0,0.40591015
0.2,0.05,0.15,0.1,0.35,0.15,0,0.40585617
0.25,0.05,0.05,0.1,0.35,0.2,0,0.40583184
0.2,0.1,0.25,0.05,0.3,0.1,0,0.40577968
0.35,0.1,0.05,0.3,0.05,0.15,0,0.40549586
0.2,0.05,0.3,0.1,0.3,0.05,0,0.40521203
0.2,0.2,0.05,0.2,0.3,0.05,0,0.4049599
0.3,0.05,0.15,0.1,0.35,0.05,0,0.40473115
0.25,0.2,0.2,0.1,0.2,0.05,0,0.40434881
0.35,0.05,0.1,0.3,0.1,0.1,0,0.40384269
0.35,0.05,0.1,0.25,0.05,0.2,0,0.4036086
0.25,0.2,0.05,0.05,0.3,0.15,0,0.40350467
0.35,0.25,0.05,0.05,0.05,0.25,0,0.4033513
0.35,0.05,0.15,0.15,0.05,0.25,0,0.40272003
0.2,0.25,0.1,0.05,0.3,0.1,0,0.40264693
0.2,0.2,0.1,0.1,0.3,0.1,0,0.40261545
0.3,0.1,0.05,0.05,0.3,0.2,0,0.40242262
0.2,0.15,0.15,0.1,0.3,0.1,0,0.40207837
0.35,0.1,0.1,0.2,0.2,0.05,0,0.40200273
0.25,0.25,0.05,0.1,0.25,0.1,0,0.40193539
0.35,0.05,0.1,0.1,0.3,0.1,0,0.40157573
0.35,0.15,0.05,0.2,0.05,0.2,0,0.40139399
0.3,0.1,0.1,0.05,0.35,0.1,0,0.40119296
0.2,0.25,0.05,0.1,0.3,0.1,0,0.40069279
0.35,0.1,0.1,0.2,0.05,0.2,0,0.40053598
0.2,0.05,0.1,0.15,0.35,0.15,0,0.40017332
0.15,0.2,0.2,0.05,0.35,0.05,0,0.40002849
0.35,0.1,0.05,0.15,0.25,0.1,0,0.40000301
0.3,0.05,0.05,0.1,0.3,0.2,0,0.39964543
0.25,0.2,0.2,0.05,0.2,0.1,0,0.39901333
0.2,0.1,0.2,0.1,0.3,0.1,0,0.39852024
0.25,0.1,0.3,0.05,0.2,0.1,0,0.39771764
0.35,0.05,0.15,0.05,0.25,0.15,0,0.39752346
0.35,0.2,0.05,0.1,0.2,0.1,0,0.39684017
0.2,0.2,0.05,0.15,0.3,0.1,0,0.39679587
0.2,0.05,0.3,0.05,0.3,0.1,0,0.39659471
0.3,0.1,0.1,0.1,0.35,0.05,0,0.39654983
0.35,0.05,0.05,0.15,0.25,0.15,0,0.39618846
0.35,0.05,0.1,0.2,0.2,0.1,0,0.39618619
0.35,0.1,0.15,0.15,0.2,0.05,0,0.39592938
0.3,0.1,0.05,0.15,0.25,0.15,0,0.39553231
0.35,0.1,0.15,0.05,0.15,0.2,0,0.39512049
0.2,0.15,0.1,0.15,0.3,0.1,0,0.39457389
0.35,0.1,0.05,0.2,0.2,0.1,0,0.39443242
0.35,0.05,0.05,0.3,0.05,0.2,0,0.39423599
0.25,0.05,0.15,0.05,0.3,0.2,0,0.39400702
0.35,0.05,0.15,0.05,0.3,0.1,0,0.39389953
0.3,0.05,0.2,0.05,0.35,0.05,0,0.393379
0.35,0.15,0.1,0.05,0.25,0.1,0,0.39292344
0.15,0.3,0.05,0.1,0.35,0.05,0,0.39270981
0.35,0.05,0.05,0.35,0.1,0.1,0,0.39269927
0.25,0.15,0.15,0.05,0.25,0.15,0,0.39179676
0.35,0.05,0.15,0.3,0.1,0.05,0,0.39169499
0.25,0.05,0.1,0.2,0.35,0.05,0,0.39149595
0.25,0.1,0.15,0.1,0.25,0.15,0,0.39114883
0.25,0.1,0.05,0.05,0.35,0.2,0,0.39095929
0.2,0.1,0.15,0.15,0.3,0.1,0,0.39055365
0.35,0.35,0.05,0.05,0.15,0.05,0,0.39048052
0.3,0.1,0.2,0.05,0.2,0.15,0,0.39045847
0.35,0.1,0.1,0.15,0.05,0.25,0,0.39041836
0.15,0.2,0.15,0.1,0.35,0.05,0,0.39026314
0.3,0.15,0.05,0.05,0.35,0.1,0,0.39002471
0.25,0.05,0.05,0.25,0.35,0.05,0,0.38965044
0.35,0.05,0.1,0.25,0.1,0.15,0,0.38849185
0.35,0.1,0.05,0.35,0.1,0.05,0,0.38843156
0.35,0.05,0.1,0.1,0.25,0.15,0,0.38838323
0.35,0.1,0.05,0.25,0.05,0.2,0,0.38834249
0.35,0.15,0.2,0.1,0.15,0.05,0,0.38786452
0.35,0.15,0.05,0.15,0.05,0.25,0,0.38784189
0.35,0.25,0.05,0.05,0.25,0.05,0,0.38772432
0.15,0.15,0.2,0.1,0.35,0.05,0,0.38750125
0.3,0.15,0.05,0.1,0.35,0.05,0,0.38725688
0.2,0.3,0.05,0.05,0.3,0.1,0,0.38708672
0.2,0.15,0.05,0.2,0.3,0.1,0,0.38682719
0.35,0.2,0.05,0.1,0.05,0.25,0,0.38665312
0.3,0.15,0.25,0.05,0.15,0.1,0,0.38612537
0.35,0.1,0.1,0.1,0.2,0.15,0,0.3858934
0.3,0.1,0.15,0.05,0.35,0.05,0,0.38569435
0.25,0.35,0.1,0.05,0.2,0.05,0,0.38557223
0.35,0.15,0.1,0.05,0.2,0.15,0,0.38532422
0.2,0.2,0.25,0.05,0.25,0.05,0,0.38529426
0.3,0.05,0.05,0.2,0.3,0.1,0,0.3849683
0.35,0.1,0.1,0.1,0.3,0.05,0,0.38453833
0.3,0.05,0.05,0.05,0.35,0.2,0,0.38450702
0.35,0.05,0.1,0.2,0.05,0.25,0,0.38450356
0.35,0.1,0.05,0.3,0.1,0.1,0,0.38445615
0.2,0.25,0.2,0.05,0.25,0.05,0,0.3837361
0.2,0.1,0.2,0.05,0.3,0.15,0,0.38362664
0.35,0.15,0.05,0.1,0.25,0.1,0,0.38356876
0.2,0.15,0.15,0.05,0.3,0.15,0,0.38314592
0.3,0.2,0.05,0.05,0.25,0.15,0,0.38262347
0.3,0.1,0.05,0.05,0.35,0.15,0,0.38202695
0.35,0.05,0.1,0.35,0.1,0.05,0,0.38170533
0.35,0.15,0.1,0.05,0.15,0.2,0,0.38166501
0.2,0.05,0.15,0.05,0.35,0.2,0,0.38152149
0.35,0.05,0.2,0.05,0.3,0.05,0,0.38122771
0.3,0.05,0.1,0.25,0.25,0.05,0,0.38109499
0.3,0.05,0.15,0.05,0.25,0.2,0,0.38098858
0.15,0.2,0.1,0.15,0.35,0.05,0,0.38053589
0.15,0.1,0.25,0.1,0.35,0.05,0,0.38005941
